draft_id,draft_time,clock,draft_entry_id,tournament_entry_id,tournament_round_draft_entry_id,tournament_round_number,player_name,position_name,bye_week,projection_adp,pick_order,overall_pick_number,team_pick_number,pick_points,roster_points,playoff_team
3acdf2b8-a5c6-4ae2-94fb-0d83720a2183,2022-07-28 20:58:08,28800,93a726b3-3e98-4cc6-b97f-bc2a3f7df20c,4b499bc6-f550-44a8-91bb-32b50ea74bfc,ec355932-e1bf-4111-9c2a-d9290f990807,1,Marquez Valdes-Scantling,WR,8,92.3,6,102,9,53.5,1767.26,0
3b04c097-8635-4732-bf50-355de1ca5e38,2022-09-05 3:02:56,30,45348b61-a37d-475f-9bb5-8582cf289d28,9aa2f504-3bbc-4365-ba0e-ae614a6f7e7f,be6af7a4-d11e-4995-8539-14fe360a7719,1,Kareem Hunt,RB,9,95.12,3,99,9,75.3,1741.9,0
3c7a0a1e-66f0-44c4-9b73-02852bb66381,2022-05-26 15:40:25,28800,bd442cb4-affa-4376-93c1-b6e0c263eb07,a64e7fd6-dbf7-4a84-8535-98deed7ba312,0851021a-a291-4347-8df7-efe4564d5f90,1,Gabe Davis,WR,7,54.48,6,54,5,84.9,1651.58,0
3cca81c2-4d32-4eb2-8477-29fa0b94ac27,2022-09-05 4:01:31,30,d6bab6c5-f769-4cc5-a2e9-8ed5ecde67f4,d7922075-3eed-47e9-934a-5be8bde2b62f,3bbf5e60-7822-4a44-be19-8c41d3df825f,1,Zay Jones,WR,11,181.79,3,190,16,85.5,1746.76,0
3d23b33d-290d-42ab-9426-25d0bf05002b,2022-07-25 6:00:40,28800,53192be3-5b38-492a-9d01-5f3753b5f3b0,1505df73-adbe-45e9-9a46-370e3b749318,b50932f1-06ba-4c97-abcb-d8619445be3f,1,Amari Cooper,WR,9,66.56,11,62,6,126.5,1755.62,0
564e5004-3063-4d91-a19c-fd984693e31c,2022-06-27 5:53:54,30,85e7034d-bc02-402a-82a2-3efccdf19f1e,69fa4d97-e9ef-41a1-b2ea-025b0e3272d8,0ae8ef94-980f-4069-865b-b6f8e8e142c4,1,K.J. Osborn,WR,7,150.94,4,148,13,46,1626.92,0
56724b99-954a-43b7-b6f1-9fe471f4907d,2022-08-11 7:05:46,30,1831da4e-774d-47bb-901e-1ecb763faf96,da7ae134-aac0-4b77-b26b-d447a832e511,ca002ccb-1387-43d0-b590-3dd89bfeda47,1,Mark Ingram,RB,14,205.77,10,202,17,0,1773.22,0
56cdb89f-0567-4dbe-a70b-fdf15a92e434,2022-08-28 0:38:22,30,72e58015-2998-4efe-98d3-5d50d866c101,551be83a-2d01-4185-bb53-bf70c72674d9,fbcd1c4b-49a4-4666-95c6-bf9cb6a29cc8,1,Kirk Cousins,QB,7,117.13,3,118,10,204.04,1782.26,0
56e4c4bd-56e1-4dc0-a3ec-9ac104683679,2022-08-22 6:18:40,30,9812962e-4c3a-4c44-8860-8ef36768173c,04d5fddc-0501-497f-bb0b-53e4f9045163,0cf0e980-1f70-4546-9ab1-d9c874de9090,1,Robert Tonyan,TE,14,163.79,8,176,15,44.4,1707.56,0
5880bfc0-f121-4209-a4be-91879f8e08f1,2022-06-18 14:34:25,30,4f4f1281-9367-420a-9e01-4cfc3ac0b7a3,25ff9dab-5996-4288-8fec-776098d4f6c8,c01beb26-215f-42fd-8fdc-bfab9f458e81,1,Mark Ingram,RB,14,211.54,11,206,18,7.8,1768.34,0
58ec5a9a-2c9b-4ac2-bb89-b9314a83a215,2022-08-18 1:35:06,30,6dc73377-746e-4eb3-82bc-7b42508f1652,425624e2-6c29-4439-90d3-74e68e330149,bf2fbdc6-94b6-47fd-91dd-aba6e009f260,1,Evan Engram,TE,11,179.3,12,157,14,85.1,1658.78,0
79481c1c-29f3-4799-b6c5-11747649ce20,2022-08-31 0:56:43,30,3c7af824-6303-4b04-8d03-719cfae6f042,a3b2b65f-4d52-4bfd-b9d5-a97441b6346f,e721bbc5-d4f3-4170-8129-05bbb964d347,1,Josh Jacobs,RB,6,78.91,11,86,8,253,1751.94,0
796b3dab-a251-4c5f-8d0c-0ec30536bf45,2022-07-21 23:59:59,30,b0791e37-d848-47bb-ac55-3ce8b0691841,60a2d4d7-cd49-40e4-9c36-9f7218fb58b5,3764e378-248e-433f-9b82-72c60e7d169d,1,Derrick Henry,RB,6,7.91,12,12,1,231.06,1702.46,0
79a14e25-e7c3-4663-99cb-ea0cd0d7656e,2022-08-21 17:55:54,30,f70dc9e4-dbc4-4995-be1c-c80970bb900f,41521c7a-9bc2-4f53-905a-d26bac797294,3dbdac28-4d0d-4fe9-9c78-71761edefb82,1,Jaylen Waddle,WR,11,38.16,3,46,4,151.3,1866.7,0
79a49281-6d32-4408-a1d0-bb4c49d6e018,2022-08-12 6:11:35,30,b637d7cc-ba0f-4742-9d7f-f993c4a14200,26c86937-c66a-4fe7-a342-cc59abacd0c6,42186ed0-cd3f-4f83-8a54-0f95c9325120,1,Melvin Gordon,RB,8,109.08,4,117,10,57.2,1657.18,0
79f22ac0-a863-4799-ac56-869e6aee3f08,2022-06-30 9:08:32,30,3842bcdd-6308-4d4a-bc89-754b7cb29dc9,7bfc2adc-cd8f-4ea7-8df9-a7fa8b6e4045,eaa37f03-cfd4-4e8d-8f4e-e3f3cf7507d1,1,Jerick McKinnon,RB,8,192.25,5,188,16,57.9,1738.66,0
7b203e7a-9aae-4c37-ac0a-00af48e88a0a,2022-08-30 22:35:51,30,c72fa228-99ed-4839-823d-867058338ab3,9767235e-f80b-4ca5-b1b2-37ab3be1e8f1,d2942479-4555-4ca4-a8fc-662d817d9b42,1,Cordarrelle Patterson,RB,14,107.56,12,109,10,92.5,1679.86,0
7c287753-fa6b-483f-b7e3-46b51f0e393c,2022-08-16 4:05:43,30,a7acdd54-7996-4809-a384-d1301a91eda1,1f31dbc8-23b5-4add-ad2b-20ab582327b3,d1550ba4-634d-4b9d-8996-6117532e1c8e,1,James Conner,RB,13,34.64,6,43,4,117.4,1679.2,0
7c5dc6bc-8f2f-489b-b636-94ff46d0c7ce,2022-05-08 3:11:52,30,90e4555c-e03a-4589-9e09-22590328250b,75a1c68a-88e0-490b-a4fa-19b74451f411,7c733c5a-0ff5-4870-b882-784593980013,1,Joe Burrow,QB,10,58.64,8,56,5,190.62,1788.06,0
7c790593-ac40-4248-b780-3a41c59ef1cc,2022-08-18 7:00:21,30,4e5e7410-076b-4fe9-afef-e4b170b29330,b8c825bd-02e0-4be8-8752-f23f4ea34bc4,3b7b3177-a7d7-4ebf-aa39-e4667649bcd0,1,Raheem Mostert,RB,11,175.09,4,165,14,86.7,1635.08,0
7c9e4520-5911-44eb-9a56-efc2e1b980cc,2022-08-27 6:34:07,30,12a013ea-5734-424e-af82-59d74054907c,f25b2c6e-c5bd-4f4f-9b38-2f6e45b2c526,960abe57-c608-4e92-a268-3d4718121968,1,Aaron Rodgers,QB,14,111.02,12,109,10,32.9,1791.62,0
995ad094-4094-4379-a8ff-8cd0bbff9369,2022-05-25 19:32:17,30,18c15565-eb90-44c8-ae08-4b7ff61d7683,5a6be5d1-ecab-469c-9765-4023be4b87ef,8d9b0a8f-2a17-4af0-88ba-0a8fbb1db3b5,1,Russell Wilson,QB,9,77.32,7,79,7,76.3,1694.36,0
99bf0bb3-29e1-49eb-85cb-e0df76a4b250,2022-05-07 1:07:39,30,ff084bb0-32f7-485b-b142-6634dbc2f22b,4f61e5d8-23a9-4d46-add4-dc10418433ad,46334118-ce57-4818-b283-6f1a473b19c8,1,Tua Tagovailoa,QB,11,121.86,6,126,11,192.62,1668.12,0
9a877a16-7279-451c-96a8-5395b47c730f,2022-07-18 19:59:22,30,d393afaa-afdc-4689-bbaf-3baef975c09f,aa4c9bf2-4d4e-470f-a6e1-3ec7b219f3ef,d5d7c37f-44e3-424f-b52a-0532b617fd36,1,Curtis Samuel,WR,14,191.21,4,196,17,87.3,1745.44,0
9c508bcf-30cd-4a5f-9556-064cbce32847,2022-08-13 7:05:20,30,78530876-3b84-45b8-b68f-b55e33154f74,ad204753-3fcf-4376-b357-da4272b5bedc,0cbc8895-eed8-40b2-96c4-758a35bc80fa,1,David Montgomery,RB,14,60.8,3,70,6,98.6,1714.4,0
b252a0fc-a60f-4108-a056-c2f5ed3eef3f,2022-06-18 5:56:39,30,53c7ca72-d13f-4527-83b7-d3db2bb0ea33,c6f3c2d2-d508-4593-b6c1-2c5da14b8b36,1c8c778a-0493-4867-a4c1-a808ea5ddc4a,1,Rhamondre Stevenson,RB,10,117.09,5,116,10,141.9,1704,0
b32aa946-a542-42da-8f7a-7623e0ba5c50,2022-08-25 13:46:47,30,1528a170-5022-4b26-b1b6-1e24f331b897,1587ed50-6b3f-49c5-a49b-8f36d6436b65,c672e17e-7488-4c74-a0a1-405de07db5bf,1,A.J. Green,WR,13,193.97,5,197,17,7.5,1696.58,0
b3c9d04e-bb44-4b83-99ae-91410edbdce8,2022-08-28 0:07:02,30,60eb3e9b-9fa1-48a7-9a69-a172351eca66,6d4e3fdf-77a6-4ebc-8c9c-7f2e9a61da50,f0200a5f-4c0f-4a67-a77c-7745ea5a59d5,1,Breece Hall,RB,10,45.21,9,57,5,105.6,1702.02,0
b3d10936-09e1-4782-b75f-70797a21ada0,2022-06-29 17:20:00,30,4174308d-2a89-4a5e-8104-4c8df594ff1a,e56f0340-d3ef-4527-92c6-3027a207312b,ba908ff0-5269-42d9-aafc-55f902554089,1,Tyler Higbee,TE,7,166.4,3,166,14,52,1781.74,0
b474a2cd-b8b3-412d-8185-57443bb891c1,2022-08-31 0:07:11,30,e6f4bcd8-3ee9-401e-8299-40ea8684c789,5489069e-acf7-4f8a-b1bc-2f6ff8667fe7,048d9eed-be0e-4f0e-aa75-5dadfb308e9c,1,Jahan Dotson,WR,14,128.77,3,123,11,58.1,1781.54,0
b55cb854-f22f-4bc1-9094-e65db9cba3c5,2022-08-04 7:43:01,30,e428900a-68d8-48a5-9224-15102bf40718,ce8f1674-385a-4a48-8e57-1bc060ab65b0,1d7176be-9f7d-4b76-a84a-729353ea5dc1,1,Joshua Palmer,WR,8,135.43,12,133,12,89.2,1693.62,0
b5602b75-a99e-4e98-b022-a2c5938eee5a,2022-08-21 22:19:07,30,3f326ce1-9b48-4017-a4b1-9a4fdfee3368,d5bd602d-d77f-4cae-a6ac-f8c287e5a7af,89c2593d-bc29-4659-b49a-83575f2ca633,1,Rashod Bateman,WR,10,54.61,1,49,5,37.9,1780.6,0
b58f0961-a3db-4c61-833d-6791756c5a69,2022-07-11 7:24:36,30,23356f35-bd1c-4fea-a541-5ea6028f1fef,9e95aa7d-c670-4a48-a66c-fc086d76e6cd,25194b22-1a9e-4eb9-aa50-65ff5967bced,1,Derrick Henry,RB,6,7.65,7,7,1,222.56,1638.4,0
04b8b322-fa3b-44d2-8f8a-20ab61b0a55c,2022-08-19 9:52:33,3600,e39c6971-055f-4d0f-b03e-49efdca93d4f,7c6006ba-8bfd-42dc-8c6e-5fb0117838c0,d82a492c-8a00-4650-978c-ee5aac7058b7,1,Pat Freiermuth,TE,9,135.55,12,132,11,82.5,1674.08,0
05edcff1-1704-4e1d-b245-7279106abc61,2022-07-08 1:42:08,28800,d100f015-bf5f-4eba-a4ed-af4f09cff4c1,2c44ebc7-63dd-4652-b53b-a1ea5a175a8a,e637f8a0-cfcc-4332-bf1a-15316d5ef342,1,Miles Sanders,RB,7,77.71,12,84,7,167.3,1783.62,0
0602aef0-50aa-4572-8a8b-b15d181f5cb7,2022-07-15 21:22:18,28800,a2300cca-3871-472c-ad3b-f324f1be54a9,c4ef39ac-6a1e-421d-907c-b69506845834,eb253d4b-35e9-4e93-9a29-85e532fd38cf,1,Jakobi Meyers,WR,10,128.92,3,123,11,69.7,1666.38,0
e5d4e3aa-583e-4670-99c1-2747b7b3c13d,2022-08-07 3:00:01,30,e1f3401b-492c-4925-8c3e-6ef04da67cea,e558d864-1935-4133-aba8-e99a9c618558,4e4fce8b-2e2e-4f61-aede-f915485440a0,1,Jaylen Waddle,WR,11,37.76,9,40,4,155.4,1640.18,0
e6a4d41a-ea82-46a9-a90e-c76eed76fd98,2022-06-22 23:14:49,30,29cf08c4-15dc-431d-92ca-18ccdd068c01,219feaca-82a7-457b-98ec-3b853285b422,ef8750f4-f51f-49bc-81b9-b68bbe1b57e8,1,Treylon Burks,WR,6,78.6,5,77,7,52.3,1765.66,0
e78d3fe7-c574-42b8-b345-21ee5da435f7,2022-07-23 1:51:49,30,5baab0e7-bfca-4bbb-afcd-43f6c8d1a1f9,6ea4e70d-ab95-4370-a685-41aa534072d4,d494f4bb-c1a7-4740-a2d1-747a386fcfa0,1,Aaron Jones,RB,14,17.04,7,18,2,167.8,1672.1,0
18d20813-6c0a-401d-8d4d-0a7df76d735a,2022-09-04 18:15:59,30,d8c78e89-69e5-4472-bf9f-28a34fc049db,c565afb8-673d-41e7-a76f-1afe74bd382e,57e25dd6-2487-41d9-bde4-d78389c3a3ab,1,Chris Godwin,WR,11,53.77,7,55,5,104.8,1801.28,0
18f330e5-0e12-4496-8643-edc8257b150c,2022-09-07 21:30:31,30,8c6f6f33-26b0-4e9e-a298-8e8902b16fa0,fa25d3f7-d880-421e-9ae8-8abc34abe300,e228bf95-333a-4d4b-a563-0239ab8d2e1e,1,Jahan Dotson,WR,14,126.2,10,135,12,58.1,1782.26,0
1a29ccec-3bf5-4073-b0c3-8a5e6d06545f,2022-05-14 16:48:05,28800,e94b4cb0-7df9-4f23-85c8-6d9b55e40364,071d5496-f98d-410f-a3ec-a83e35fba887,1862e9d2-1e79-41f6-a799-c167bf641753,1,Adam Thielen,WR,7,77.91,1,72,6,108.5,1674.94,0
1ada2145-882d-4a77-b8ff-e87b203c7d53,2022-09-07 22:08:57,30,f341df53-686c-4d1a-850c-474b0e6d3987,87b02dbc-9bc3-4824-968a-bc967e3c9e64,e79cd2af-45e5-4101-a0c6-bfa4a5877d7e,1,Ryan Tannehill,QB,6,192.83,4,196,17,38.16,1666.48,0
1ae95113-742e-440a-b078-a957b810fc2f,2022-05-12 16:40:27,28800,57e47a83-57e5-4e20-b463-b378836ad696,78c3d5cc-aaf0-4bc8-ba96-9176eddd8885,bc811529-03ee-41c9-afdb-e0cbb2d2245b,1,Saquon Barkley,RB,9,27.27,6,30,3,200.9,1626.2,0
1b2473c9-a8ce-4ab1-95db-629edecbe766,2022-09-05 21:25:13,30,485d6297-b26e-491f-9f5b-181a01df24c6,a38930b2-997e-4b1e-88fb-59dbb2759ca5,204bf4e5-6471-4976-abe7-7be5d68addac,1,Josh Jacobs,RB,6,79.79,3,75,7,254.4,1796.72,0
1b28e42c-8f2b-4068-84f3-e0bd34963b1f,2022-09-04 2:53:55,30,40446cb3-8cf1-4921-8af6-148aa4a01980,de7229a4-9cb6-411e-b176-9eaac5994421,d82349cd-7836-40ca-abd0-ba9adf4e5330,1,Jalen Hurts,QB,7,58.24,10,63,6,290.6,1792.24,0
1b932ed1-9b05-4b84-be4c-5daa30d470c4,2022-09-06 5:44:43,30,74ce5d25-f1d0-46fd-8595-2594b7c30fbf,8a705434-e791-400a-ad57-8f3135b18e25,6b653f85-330e-4147-9a2c-dec53bef2091,1,Kendrick Bourne,WR,10,211.72,1,216,18,0,1736.14,0
1bbda360-9713-4d8a-afef-30d699578444,2022-09-04 0:59:15,30,1e72cace-89a4-4fa3-9e91-66314385438b,cd2676e1-46eb-4c52-85ff-daaa1c3527af,8f9d39cf-cb31-42bc-bbc4-12726535fa7a,1,Justin Jefferson,WR,7,3.3,3,3,1,236.56,1748.42,0
1be1ff11-aa7b-44a0-9a80-0e02e2de9552,2022-09-05 3:08:31,30,261920ba-5316-4124-9a17-caf875b34bb8,11338fa5-f9b3-473a-ae28-5c6e3cd36965,dd78a491-c77e-41a6-b700-bae4ba48877b,1,Elijah Mitchell,RB,9,67.49,3,70,6,5.9,1670.2,0
1c3e28e6-b61f-49fa-aab0-ed6a37776d70,2022-06-09 15:16:55,28800,167524b8-e57f-4a3b-8e95-6e0e412fde11,10d8b032-ff4d-4e86-904f-860101293bae,f16c36c2-a6e4-45ee-95b5-bd4d5e9fa83e,1,Darren Waller,TE,6,42.67,4,45,4,23.9,1774.1,0
3645e94e-7a55-4471-8e5d-4e452c0b2204,2022-07-06 5:33:13,28800,a2654c48-e70d-455d-b51d-b3a347310872,68abf687-835e-40d2-a107-8e2f997131dc,9642ed4a-3ab1-4a70-9665-fe5ed5cc75a4,1,Amari Cooper,WR,9,65.96,5,68,6,145.4,1751.02,0
364ca269-519a-4bdb-b913-c22492b014f9,2022-07-17 18:36:47,28800,10ccf68a-fbf2-4447-8904-435c5fc36fbf,59ef6252-0006-43cf-b9f2-c43484047d07,d2009005-1c4a-4b97-b524-84f562e33c14,1,William Fuller,WR,0,194.18,4,196,17,0,1649.38,0
378158f2-e264-4b44-9070-21b0a5406dd6,2022-09-03 23:20:19,30,ed735cae-27ce-48b9-b3c4-e82164363e62,f2870f2a-f749-4380-b472-89f85376b847,75642507-4b9b-4440-ac37-77c411f9ddce,1,Austin Hooper,TE,6,188.66,4,189,16,41.8,1782.9,0
3811ece7-fb87-45b1-9cb4-41c05542ecdb,2022-09-06 18:26:54,30,4e6a5189-09a1-4b81-945b-1a94eb4b529b,bf9266f4-7657-4d81-9555-d3a9c76787b3,19197742-364a-4d60-8d67-a595582472d3,1,Jahan Dotson,WR,14,126.34,5,125,11,58.1,1804.44,0
393059dd-e85a-40f1-92c4-603c77c77cdd,2022-06-22 19:35:23,28800,3de3824c-fbaf-4b78-a267-1483426a5b7a,f21ca61a-239f-4b71-bbf3-65c5a2f7cfbf,38c7b1e5-db76-456b-9b89-8968ea0fe039,1,Devin Singletary,RB,7,105.79,3,118,10,114.1,1690.94,0
394000c2-c4ce-4f16-b971-6e16a2ae4e0e,2022-05-14 21:44:17,28800,6bf40cf2-943c-473d-84d7-22a800570bf0,ab984a25-a89b-4d6e-90be-2f68d3cebf57,57a7670a-b476-44e2-ac80-2067daf9dc44,1,Darrell Henderson,RB,0,151.69,4,165,14,32.6,1793.04,0
5395dba1-0008-484d-ad3d-d11545ae472a,2022-08-19 9:05:10,30,5d41b6cc-51b0-439d-808c-d99fcf55d98b,58fd043b-27da-4696-83e2-bc09d2a0cb4e,0b6088bf-a14d-444a-8387-d9d96c6e3dcd,1,Devin Singletary,RB,7,106.23,11,107,9,105,1648.62,0
53b0a293-635d-400b-8250-857e9addb338,2022-08-31 2:24:08,30,506cfd4b-ef73-40d0-8364-6f80f874e60e,5632f8ce-8fbc-48af-98fc-d054f2898f26,b35f2fc3-fed5-4eea-a78e-bafbebca7f8c,1,DeVonta Smith,WR,7,76.92,8,80,7,123.5,1767.36,0
6aeae402-2f5a-4f6c-9c3b-1fa775189a66,2022-05-22 5:53:08,30,f74f3277-a154-432e-b20f-8875d007dcdd,aa75de94-4be5-44b5-9b27-39b7857d9afb,fb0bef7f-ea54-44fd-bb34-07f5c3eafb94,1,Derrick Henry,RB,6,6.13,5,5,1,223.36,1717.5,0
6b5d121e-fab9-416c-ac7e-acdd9c547518,2022-07-06 8:18:34,30,f84fb989-1991-4d1c-b1de-bd692b5a5976,dfa6aaef-ea2a-4c9c-a71d-6e4e47abdad7,fd27af67-2a38-42be-a526-0b2cd03d44c3,1,Justin Jefferson,WR,7,3.9,4,4,1,244.36,1735.92,0
6b776860-3076-4900-8cc2-a6283c7e9163,2022-07-01 22:12:36,30,b4bb1c3b-b060-44eb-8be0-385b59b3ceb2,01adbc8d-82b3-4d99-97c2-58eb1b14dd6a,0c3efee2-8d0e-4dc3-a06f-8b348b596b6b,1,Saquon Barkley,RB,9,20.06,7,18,2,155.2,1772.44,0
6b79b208-6847-4c2c-afcf-de43d3f36a8b,2022-08-16 2:09:10,30,8b7087cf-0ee4-4141-b6a9-c7cb2cc69d52,7be4e372-b53b-4000-9e5e-dffcb3cf9d8d,1e9fc4a3-3356-42d2-bd1f-1d366fcc5a2a,1,Jerry Jeudy,WR,9,44.21,11,35,3,111.4,1761.66,0
6b9fc172-a8d8-4543-b993-f705ad7798d2,2022-08-19 20:56:55,30,515ab50a-51ff-4a74-8223-694883f37866,39000f3b-b560-45b0-bf62-5e0c5bfd71ab,776d4df6-900f-4a92-8a0e-f0f653ac4f79,1,Kirk Cousins,QB,7,117.48,3,123,11,89.64,1760.24,0
6bc9fccb-d165-4f93-b243-a6cdb96098e8,2022-07-16 20:41:48,30,34a21289-9c55-4cab-a7f0-c64565b87293,4ed7d446-a841-468e-bb0c-c59fa21d3ce2,2b4a144a-b6fe-4676-bb6f-2cb4f233091f,1,J.D. McKissic,RB,14,186.59,6,187,16,7,1719.76,0
